source,layer_name,path,n_features,n_fields,crs,geom_types,pct_empty_geom,pct_invalid_geom,pct_missing_any,top_missing_fields
csi_data_sample_edificato_circoscrizione_7.gpkg,090111_SUDDIVISIONE_SUB-COMUNALE,C:\Users\PaciFic\Desktop\Lesson\Thesis\data\csi_data_sample_edificato_circoscrizione_7.gpkg,1,4,EPSG:3003,Polygon:1,0.0,0.0,0.0,A_SCOM_TY:0.0%; A_SCOM_NOM:0.0%; A_SCOM_IST:0.0%
csi_data_sample_edificato_circoscrizione_7.gpkg,020101_UNITA_VOLUMETRICA,C:\Users\PaciFic\Desktop\Lesson\Thesis\data\csi_data_sample_edificato_circoscrizione_7.gpkg,17565,9,EPSG:3003,Polygon:17565,0.0,0.0,18.99,ALTEZZA_VO:19.0%; CIT_AR:0.0%; SUPERFICIE:0.0%; CODICE_CEN:0.0%; TIPO_PORZ:0.0%
csi_data_sample_edificato_circoscrizione_7.gpkg,020102_EDIFICIO,C:\Users\PaciFic\Desktop\Lesson\Thesis\data\csi_data_sample_edificato_circoscrizione_7.gpkg,5221,10,EPSG:3003,Polygon:5221,0.0,0.0,96.15,NOME:96.2%; ID:0.0%; CODICE_CEN:0.0%; TIPO_EDIL:0.0%; SUPERFICIE:0.0%
csi_data_sample_edificato_circoscrizione_7.gpkg,020104_ELEMENTO_DI_COPERTURA,C:\Users\PaciFic\Desktop\Lesson\Thesis\data\csi_data_sample_edificato_circoscrizione_7.gpkg,3173,5,EPSG:3003,Polygon:3173,0.0,0.0,0.0,CIT_AR:0.0%; CODICE_CEN:0.0%; SUPERFICIE:0.0%; TIPO_COPER:0.0%
csi_data_sample_edificato_circoscrizione_7.gpkg,020105_PARTICOLARE_ARCHITETTONICO,C:\Users\PaciFic\Desktop\Lesson\Thesis\data\csi_data_sample_edificato_circoscrizione_7.gpkg,320,5,EPSG:3003,Polygon:320,0.0,0.0,0.0,CIT_AR:0.0%; CODICE_CEN:0.0%; SUPERFICIE:0.0%; TIPO:0.0%
csi_data_sample_edificato_circoscrizione_7.gpkg,020106_EDIFICIO_MINORE,C:\Users\PaciFic\Desktop\Lesson\Thesis\data\csi_data_sample_edificato_circoscrizione_7.gpkg,8416,8,EPSG:3003,Polygon:8416,0.0,0.0,99.94,NOME:99.9%; CODICE_CEN:0.0%; CIT_AR:0.0%; SUPERFICIE:0.0%; TIPO_EDIL:0.0%
